1192934,500
2066417,500
712376,500
1920583,500
1242571,500
1141900,500
2507011,500
1031744,500
1548801,500
881942,500
1343820,500
1503776,500
2544587,500
1269993,500
2267125,500
2006741,500
1913664,500
783464,500
1918554,500
2132285,500
1045123,500
2545063,500
2522133,500
2472419,500
905743,500
1134688,500
645177,500
1194903,500
2519560,500
1325554,500
524375,500
986940,500
2080615,500
599202,500
407404,500
2512656,500
1757537,500
2280517,500
2517252,500
740920,500
684502,500
1400336,500
660142,500
424028,500
2473428,500
1201515,500
661611,500
2592977,500
1870868,500
1958108,500
735303,500
173072,500
664158,500
760775,500
2521041,500
2509553,500
1357482,500
542739,500
862748,500
1888821,500
1880519,500
2509748,500
1258947,500
1013992,500
116656,500
2513851,500
1194131,500
2516759,500
322733,500
1340506,500
1697376,500
2627335,500
1439611,500
1783545,500
1648089,500
1537135,500
270259,500
529013,500
1962987,500
960786,500
1849472,500
1049434,500
1624762,500
2254090,500
846076,500
2366987,500
2519147,500
450011,500
2477636,500
1130882,500
2511913,500
368342,500
1407226,500
383315,500
2146545,500
2476422,500
1043693,500
2318569,500
1865776,500
1492513,500
657967,500
1891866,500
421036,500
322772,500
1202461,500
671491,500
529793,500
1757262,500
751592,500
2496443,500
2372998,500
939624,500
753259,500
2610391,500
2526243,500
1051647,500
1505263,500
1264026,500
330644,500
700241,500
1455825,500
271787,500
1023927,500
1345492,500
2523989,500
2315832,500
903234,500
2518340,500
429037,500
2518881,500
754467,500
2507433,500
1779665,500
2506997,500
1525681,500
1688671,500
615453,500
2537193,500
2502742,500
1310169,500
1352792,500
1529287,500
1694786,500
768115,500
707385,500
2367212,500
2277638,500
1071700,500
1792542,500
166186,500
1079166,500
423812,500
1630290,500
105626,500
2551973,500
107585,500
1529032,500
2479039,500
2433443,500
649505,500
745726,500
2329312,500
1858899,500
761943,500
1535701,500
2520277,500
845754,500
411526,500
2190535,500
808447,500
650812,500
236733,500
1269646,500
2551698,500
594901,500
242300,500
2509180,500
2342610,500
820414,500
1654171,500
634643,500
1454358,500
2548446,500
1985853,500
2541167,500
1352885,500
1521845,500
2525794,500
2516782,500
1254309,500
204992,500
611672,500
1523782,500
254249,500
1868438,500
2256029,500
424657,500
1246886,500
1480343,500
1591468,500
1329529,500
1161984,500
1886507,500
1191438,500
727185,500
1446964,500
2453033,500
2163053,500
1200542,500
1538951,500
1522350,500
2213081,500
2514347,500
721545,500
2070579,500
1648390,500
620737,500
1382123,500
2499250,500
1599927,500
2512165,500
1362910,500
1662364,500
1943559,500
1442986,500
1042639,500
1146880,500
2476298,500
641564,500
2520738,500
1883199,500
2572011,500
867792,500
2497270,500
2209807,500
1262183,500
2546805,500
322838,500
1763475,500
869145,500
2320004,500
2297414,500
2561738,500
2052030,500
1893309,500
368526,500
483093,500
2554073,500
2502088,500
1990399,500
746055,500
298965,500
653720,500
261172,500
2506510,500
384420,500
1269130,500
702403,500
2440677,500
1364029,500
2520945,500
2425743,500
2190302,500
792815,500
1911629,500
1639698,500
217338,500
2208530,500
1186485,500
1836615,500
2230060,500
2609417,500
2532204,500
1323650,500
1659843,500
2478021,500
302037,500
1717075,500
2523928,500
2501403,500
1470457,500
1413165,500
1888357,500
1778147,500
372314,500
1250178,500
1362274,500
2521852,500
2500589,500
2529065,500
1465740,500
1374571,500
2477840,500
849053,500
2470361,500
103734,500
